"","gkschid","g1schid","g2schid","g3schid","gktchid","g1tchid","g2tchid","g3tchid","gkfreelunch","g1freelunch","g2freelunch","g3freelunch","gksurban","g1surban","g2surban","g3surban","gktyears","g1tyears","g2tyears","g3tyears","gender","race","g3tmathss","classtype"
"851",189382,189382,189382,189382,18938201,18938205,18938210,18938213,2,2,2,2,2,2,2,2,17,19,17,17,1,1,678,"1"
"852",189396,189396,189396,189396,18939601,18939604,18939608,18939613,2,2,2,2,3,3,3,3,5,13,21,3,2,1,610,"1"
"853",189382,189382,189382,189382,18938204,18938205,18938210,18938213,2,2,2,2,2,2,2,2,7,19,17,17,2,1,604,"1"
"854",218562,218562,218562,218562,21856204,21856207,21856209,21856213,2,1,1,1,4,4,4,4,0,8,1,7,2,1,645,"2"
"855",218562,218562,218562,218562,21856202,21856208,21856212,21856216,2,2,2,2,4,4,4,4,8,12,13,7,1,1,601,"3"
"856",162184,162184,162184,162184,16218401,16218405,16218410,16218415,1,2,1,1,3,3,3,3,4,12,1,18,2,1,691,"2"
"857",162184,162184,162184,162184,16218403,16218406,16218411,16218413,1,2,1,2,3,3,3,3,6,15,5,31,1,1,672,"1"
"858",203452,203452,203452,203452,20345203,20345208,20345211,20345217,2,2,2,2,3,3,3,3,19,1,32,17,1,1,678,"1"
"859",203452,203452,203452,203452,20345202,20345209,20345212,20345216,2,2,2,2,3,3,3,3,11,19,18,6,2,1,726,"2"
"860",161183,161183,161183,161183,16118302,16118310,16118317,16118322,2,2,2,2,3,3,3,3,10,7,13,7,2,1,622,"3"
"861",161183,161183,161183,161183,16118306,16118312,16118315,16118319,2,2,2,2,3,3,3,3,16,12,14,10,2,1,629,"1"
"862",205491,205491,205491,205491,20549101,20549105,20549111,20549115,2,2,2,2,2,2,2,2,0,16,10,6,2,1,648,"1"
"863",203457,203457,203457,203457,20345703,20345706,20345710,20345714,2,2,2,2,3,3,3,3,15,13,0,2,2,1,634,"1"
"864",205490,205490,205490,205490,20549003,20549005,20549007,20549011,1,1,1,1,1,1,1,1,12,0,1,3,2,2,579,"2"
"865",205491,205491,205491,205491,20549103,20549106,20549108,20549112,2,2,2,2,2,2,2,2,3,22,20,19,2,1,663,"2"
"866",208501,208501,208501,208501,20850101,20850107,20850110,20850114,2,2,2,2,3,3,3,3,13,17,17,12,2,1,752,"2"
"867",259915,259915,259915,259915,25991502,25991507,25991511,25991514,1,1,1,1,3,3,3,3,15,2,19,0,2,1,574,"3"
"868",209510,209510,209510,209510,20951002,20951008,20951012,20951019,2,1,1,1,3,3,3,3,3,8,13,13,1,1,608,"3"
"869",209510,209510,209510,209510,20951004,20951010,20951013,20951022,1,2,1,2,3,3,3,3,10,8,7,1,2,1,691,"1"
"870",230612,230612,230612,230612,23061202,23061206,23061209,23061212,1,1,2,2,3,3,3,3,4,8,9,9,2,1,574,"1"
"871",215533,215533,215533,215533,21553305,21553311,21553317,21553325,2,2,2,2,3,3,3,3,4,26,9,5,1,1,583,"1"
"872",193423,193423,193423,193423,19342303,19342307,19342314,19342318,2,1,2,1,3,3,3,3,12,17,9,9,2,1,631,"3"
"873",215533,215533,215533,215533,21553304,21553308,21553313,21553320,1,2,2,1,3,3,3,3,9,9,8,0,1,1,620,"3"
"874",215533,215533,215533,215533,21553301,21553309,21553319,21553321,2,2,2,2,3,3,3,3,3,16,31,5,1,1,634,"3"
"875",215533,215533,215533,215533,21553305,21553312,21553317,21553322,2,2,2,2,3,3,3,3,4,18,9,23,1,1,568,"1"
"876",193423,193423,193423,193423,19342304,19342309,19342313,19342316,1,1,1,1,3,3,3,3,13,12,13,8,1,2,582,"2"
"877",216536,216537,216537,216537,21653603,21653706,21653712,21653715,2,2,2,2,3,3,3,3,8,14,6,2,2,1,610,"1"
"878",215533,215533,215533,215533,21553302,21553310,21553318,21553323,2,2,1,2,3,3,3,3,15,13,18,24,1,1,655,"2"
"879",159171,159171,159171,159171,15917103,15917109,15917113,15917120,2,2,2,2,3,3,3,3,10,5,31,8,1,1,622,"2"
"880",159171,159171,159171,159171,15917104,15917111,15917116,15917122,2,2,2,2,3,3,3,3,6,1,5,3,1,1,663,"1"
"881",230612,230612,230612,230612,23061202,23061206,23061209,23061212,2,2,2,2,3,3,3,3,4,8,9,9,1,1,626,"1"
"882",159171,159171,159171,159171,15917102,15917111,15917116,15917123,2,2,2,2,3,3,3,3,8,1,5,12,2,1,672,"1"
"883",221571,221571,221571,221571,22157104,22157110,22157112,22157117,2,2,2,2,3,3,3,3,21,4,29,11,2,1,616,"1"
"884",209510,209510,209510,209510,20951003,20951006,20951014,20951018,2,2,2,2,3,3,3,3,13,4,14,4,1,1,659,"3"
"885",221571,221571,221571,221571,22157104,22157110,22157112,22157117,1,1,1,1,3,3,3,3,21,4,29,11,2,1,591,"1"
"886",221574,221574,221574,221574,22157401,22157406,22157411,22157415,2,2,2,2,3,3,3,3,1,15,11,18,2,1,639,"1"
"887",221571,221571,221571,221571,22157104,22157110,22157112,22157117,2,2,2,2,3,3,3,3,21,4,29,11,1,2,636,"1"
"888",221571,221571,221571,221571,22157105,22157106,22157115,22157118,2,2,2,2,3,3,3,3,7,6,23,15,1,1,631,"3"
"889",221571,221571,221571,221571,22157104,22157110,22157112,22157117,1,1,1,1,3,3,3,3,21,4,29,11,1,2,558,"1"
"890",162184,162184,162184,162184,16218401,16218405,16218410,16218415,2,2,2,1,3,3,3,3,4,12,1,18,2,1,636,"2"
"891",231616,231616,231616,231616,23161602,23161605,23161610,23161614,1,1,1,1,3,3,3,3,9,5,0,15,2,1,648,"1"
"892",231616,231616,231616,231616,23161602,23161605,23161610,23161614,1,1,1,1,3,3,3,3,9,5,0,15,2,1,667,"1"
"893",230612,230612,230612,230612,23061202,23061206,23061209,23061212,1,1,2,2,3,3,3,3,4,8,9,9,1,1,614,"1"
"894",162184,162184,162184,162184,16218402,16218407,16218409,16218414,2,2,2,2,3,3,3,3,5,2,22,10,1,1,659,"3"
"895",130085,130085,130085,130085,13008503,13008506,13008509,13008513,2,2,2,2,2,2,2,2,8,1,22,15,2,1,711,"3"
"896",234628,234628,234628,234628,23462801,23462806,23462815,23462820,2,2,1,2,3,3,3,3,9,8,16,6,2,1,616,"1"
"897",234628,234628,234628,234628,23462805,23462808,23462816,23462821,2,2,2,1,3,3,3,3,8,23,23,21,2,1,582,"2"
"898",234628,234628,234628,234628,23462804,23462807,23462812,23462817,2,2,2,2,3,3,3,3,10,21,10,17,2,1,586,"1"
"899",164198,164198,164198,164198,16419802,16419806,16419807,16419811,2,2,2,2,3,3,3,3,12,8,33,2,1,1,672,"1"
"900",123056,123056,123056,123056,12305601,12305605,12305608,12305612,2,2,2,2,3,3,3,3,4,8,34,10,2,1,651,"3"
"901",244776,244776,244776,244776,24477601,24477610,24477618,24477623,2,2,2,2,1,1,1,1,6,2,8,11,1,2,606,"1"
"902",244774,244774,244774,244774,24477402,24477409,24477417,24477423,1,1,1,1,1,1,1,1,6,9,33,18,2,2,620,"1"
"903",244831,244831,244831,244831,24483102,24483106,24483110,24483115,2,2,2,1,2,2,2,2,18,18,7,8,2,1,634,"2"
"904",244755,244755,244755,244755,24475507,24475510,24475517,24475525,1,1,1,1,1,1,1,1,3,9,2,8,2,2,672,"1"
"905",244776,244776,244776,244776,24477608,24477609,24477616,24477624,1,1,1,1,1,1,1,1,3,8,21,14,2,2,567,"1"
"906",244727,244727,244727,244727,24472703,24472709,24472712,24472715,2,2,1,2,2,2,2,2,12,2,9,28,1,2,562,"3"
"907",230612,230612,230612,230612,23061203,23061204,23061207,23061210,2,2,2,2,3,3,3,3,6,8,19,0,2,1,634,"2"
"908",244780,244780,244780,244780,24478003,24478006,24478007,24478012,1,1,1,1,1,1,1,1,2,17,2,3,2,2,593,"1"
"909",252885,252885,252885,252885,25288503,25288508,25288510,25288515,2,2,2,2,3,3,3,3,5,2,12,5,2,1,636,"2"
"910",252885,252885,252885,252885,25288502,25288508,25288510,25288515,2,2,2,2,3,3,3,3,10,2,12,5,1,1,645,"2"
"911",253888,253888,253888,253888,25388801,25388805,25388807,25388810,1,1,1,1,3,3,3,3,13,10,27,19,1,1,554,"3"
"912",257899,257899,257899,257899,25789905,25789908,25789911,25789917,2,1,1,1,3,3,3,3,12,13,16,10,1,1,554,"3"
"913",257905,257905,257905,257905,25790502,25790510,25790518,25790525,1,1,1,1,4,4,4,4,14,20,23,9,1,1,565,"1"
"914",257905,257905,257905,257905,25790504,25790513,25790515,25790522,2,2,2,2,4,4,4,4,5,20,15,16,1,1,631,"2"
"915",257899,257899,257899,257899,25789905,25789908,25789911,25789917,1,2,1,2,3,3,3,3,12,13,16,10,1,1,583,"3"
"916",257899,257899,257899,257899,25789904,25789906,25789912,25789916,1,1,1,2,3,3,3,3,12,9,13,15,2,1,655,"2"
"917",253888,253888,253888,253888,25388801,25388805,25388807,25388810,1,1,1,1,3,3,3,3,13,10,27,19,2,1,631,"3"
"918",257905,257905,257905,257905,25790503,25790509,25790519,25790526,1,1,2,1,4,4,4,4,13,27,22,8,1,1,639,"1"
"919",257899,257899,257899,257899,25789901,25789907,25789912,25789918,2,2,2,2,3,3,3,3,13,15,13,22,1,1,651,"2"
"920",257905,257905,257905,257905,25790503,25790509,25790517,25790524,2,1,1,2,4,4,4,4,13,27,12,19,1,1,603,"1"
"921",221574,221574,221574,221574,22157403,22157406,22157411,22157415,2,2,2,2,3,3,3,3,8,15,11,18,2,1,585,"1"
"922",216536,216537,216537,216537,21653605,21653703,21653710,21653713,2,2,2,2,3,3,3,3,1,13,6,8,1,1,659,"2"
"923",130085,130085,130085,130085,13008502,13008508,13008512,13008516,2,2,2,2,2,2,2,2,7,12,11,18,1,1,700,"1"
"924",161183,161183,161183,161183,16118306,16118311,16118314,16118320,1,2,1,1,3,3,3,3,16,7,10,18,1,1,667,"1"
"925",161176,161176,161176,161176,16117603,16117605,16117610,16117614,2,1,2,2,3,3,3,3,6,4,22,14,1,1,639,"2"
"926",166203,166203,166203,166203,16620301,16620305,16620309,16620312,2,2,2,2,4,4,4,4,11,12,6,14,1,2,606,"1"
"927",123056,123056,123056,123056,12305602,12305606,12305609,12305611,2,2,2,2,3,3,3,3,6,12,6,15,1,1,648,"1"
"928",208503,208503,208503,208503,20850302,20850304,20850309,20850314,2,2,2,2,3,3,3,3,8,3,12,14,2,1,659,"1"
"929",259915,259915,259915,259915,25991501,25991505,25991510,25991515,2,2,2,2,3,3,3,3,11,4,35,2,2,1,636,"1"
"930",168211,168211,168211,168211,16821103,16821109,16821115,16821119,2,2,2,2,3,3,3,3,15,12,14,1,2,1,655,"1"
"931",161183,161183,161183,161183,16118303,16118312,16118315,16118319,1,2,2,2,3,3,3,3,6,12,14,10,1,1,691,"1"
"932",264945,264945,264945,264945,26494502,26494507,26494516,26494522,2,2,2,2,2,2,2,2,3,6,9,8,2,1,606,"3"
"933",169229,169229,169229,169229,16922901,16922908,16922921,16922936,2,2,2,2,2,2,2,2,15,14,16,9,1,1,645,"1"
"934",264945,264945,264945,264945,26494501,26494508,26494516,26494522,2,2,2,2,2,2,2,2,17,27,9,8,1,1,645,"3"
"935",201449,201449,201449,201449,20144904,20144911,20144916,20144923,2,2,2,2,3,3,3,3,7,16,15,15,1,1,752,"3"
"936",264945,264945,264945,264945,26494505,26494510,26494512,26494518,2,2,2,2,2,2,2,2,8,6,9,6,2,1,601,"1"
"937",264945,264945,264945,264945,26494502,26494507,26494516,26494522,2,2,2,2,2,2,2,2,3,6,9,8,2,1,645,"3"
"938",264945,264945,264945,264945,26494505,26494510,26494514,26494519,2,2,2,2,2,2,2,2,8,6,3,19,1,1,620,"1"
"939",169280,169280,169280,169280,16928001,16928005,16928010,16928015,2,2,2,2,2,2,2,2,12,4,1,24,2,1,599,"1"
"940",173312,173312,173312,173312,17331203,17331207,17331209,17331214,2,1,1,1,3,3,3,3,13,16,4,14,1,2,582,"3"
"941",173312,173312,173312,173312,17331201,17331204,17331211,17331215,2,2,2,2,3,3,3,3,11,31,14,14,2,1,582,"1"
"942",203457,203457,203457,203457,20345701,20345704,20345708,20345712,1,2,2,2,3,3,3,3,12,8,9,24,1,1,659,"2"
"943",203457,203457,203457,203457,20345703,20345706,20345707,20345711,1,1,1,2,3,3,3,3,15,13,11,4,2,1,618,"1"
"944",191411,191411,191411,191411,19141101,19141104,19141107,19141110,2,2,2,2,3,3,3,3,8,1,8,9,2,1,596,"1"
"945",189396,189396,189396,189396,18939601,18939604,18939608,18939613,2,2,1,1,3,3,3,3,5,13,21,3,1,1,636,"1"
"946",189396,189396,189396,189396,18939601,18939605,18939611,18939615,2,2,2,2,3,3,3,3,5,11,18,10,1,1,684,"1"
"947",257899,257899,257899,257899,25789901,25789907,25789912,25789916,2,2,2,2,3,3,3,3,13,15,13,15,1,1,601,"2"
"948",189378,189396,189396,189396,18937804,18939604,18939608,18939613,2,2,2,2,3,3,3,3,12,13,21,3,2,1,648,"1"
"949",189382,189382,189382,189382,18938202,18938207,18938209,18938214,2,2,2,2,2,2,2,2,15,18,12,22,2,1,616,"2"
"950",203457,203457,203457,203457,20345701,20345704,20345708,20345712,1,1,1,1,3,3,3,3,12,8,9,24,1,1,642,"2"
"951",201449,201449,201449,201449,20144902,20144911,20144919,20144925,2,2,2,2,3,3,3,3,12,16,8,15,2,1,624,"3"
"952",201449,201449,201449,201449,20144901,20144907,20144915,20144922,2,1,2,2,3,3,3,3,4,8,20,20,1,1,631,"1"
"953",203452,203452,203452,203452,20345203,20345207,20345211,20345217,2,2,2,2,3,3,3,3,19,7,32,17,2,1,672,"1"
"954",203457,203457,203457,203457,20345703,20345706,20345707,20345711,2,2,2,2,3,3,3,3,15,13,11,4,1,1,667,"1"
"955",203452,203452,203452,203452,20345201,20345207,20345211,20345217,1,1,1,1,3,3,3,3,19,7,32,17,1,1,577,"1"
"956",212522,212522,212522,212522,21252204,21252208,21252213,21252217,2,2,2,2,4,4,4,4,17,16,17,11,2,1,651,"1"
"957",128079,128079,128079,128079,12807901,12807906,12807909,12807914,1,1,1,1,3,3,3,3,8,0,9,8,1,1,589,"2"
"958",203452,203452,203452,203452,20345204,20345206,20345214,20345219,2,2,2,2,3,3,3,3,5,28,4,16,1,1,610,"3"
"959",161183,161183,161183,161183,16118301,16118308,16118316,16118321,2,2,2,2,3,3,3,3,12,15,10,13,2,1,586,"2"
"960",161183,161183,161183,161183,16118303,16118311,16118314,16118320,2,2,2,2,3,3,3,3,6,7,10,18,1,1,659,"1"
"961",205492,205492,205492,205492,20549201,20549205,20549209,20549214,2,1,1,1,2,2,2,2,0,2,8,18,1,2,556,"3"
"962",203457,203457,203457,203457,20345702,20345705,20345709,20345713,2,2,2,2,3,3,3,3,9,20,19,2,1,1,655,"3"
"963",203457,203457,203457,203457,20345702,20345705,20345709,20345713,2,2,2,2,3,3,3,3,9,20,19,2,1,1,614,"3"
"964",244776,244736,244736,244736,24477607,24473604,24473608,24473612,1,1,1,1,1,1,1,1,7,14,32,26,1,2,561,"2"
"965",208503,208503,208503,208503,20850302,20850304,20850309,20850314,1,1,1,1,3,3,3,3,8,3,12,14,1,1,570,"1"
"966",230612,230612,230612,230612,23061201,23061205,23061208,23061211,2,2,2,2,3,3,3,3,6,11,15,5,2,1,651,"3"
"967",208503,208503,208503,208503,20850301,20850306,20850307,20850310,2,1,1,1,3,3,3,3,8,13,18,13,2,1,678,"2"
"968",208501,208501,208501,208501,20850104,20850108,20850111,20850115,1,1,1,1,3,3,3,3,5,15,14,14,1,1,648,"1"
"969",208501,208501,208501,208501,20850104,20850108,20850111,20850115,2,2,2,2,3,3,3,3,5,15,14,14,2,1,645,"1"
"970",212522,212522,212522,212522,21252202,21252209,21252214,21252219,1,1,2,2,4,4,4,4,13,7,30,9,2,1,573,"3"
"971",215533,215533,215533,215533,21553302,21553310,21553318,21553323,1,2,2,2,3,3,3,3,15,13,18,24,1,1,700,"2"
"972",215533,215533,215533,215533,21553303,21553312,21553316,21553325,2,2,2,2,3,3,3,3,6,18,4,5,1,1,603,"1"
"973",215533,215533,215533,215533,21553304,21553309,21553319,21553321,1,1,1,2,3,3,3,3,9,16,31,5,1,1,648,"3"
"974",193422,193422,193422,193422,19342201,19342205,19342208,19342213,1,1,1,1,3,3,3,3,9,11,7,17,2,1,610,"3"
"975",193422,193422,193422,193423,19342201,19342205,19342208,19342318,1,1,1,1,3,3,3,3,9,11,7,9,2,2,588,"3"
"976",215533,215533,215533,215533,21553301,21553308,21553319,21553320,1,1,1,1,3,3,3,3,3,9,31,0,1,1,648,"3"
"977",159171,159171,159171,159171,15917104,15917110,15917117,15917123,2,2,2,2,3,3,3,3,6,7,0,12,2,2,608,"1"
"978",159171,159171,159171,159171,15917102,15917110,15917117,15917123,1,1,1,1,3,3,3,3,8,7,0,12,2,2,579,"1"
"979",221574,221574,221574,221574,22157404,22157405,22157410,22157414,1,2,1,2,3,3,3,3,2,11,19,3,1,1,570,"2"
"980",221571,221571,221571,221571,22157104,22157110,22157112,22157117,2,2,2,2,3,3,3,3,21,4,29,11,2,1,588,"1"
"981",208503,208503,208503,208503,20850303,20850305,20850308,20850311,2,2,2,2,3,3,3,3,3,11,15,8,1,1,659,"3"
"982",212522,212522,212522,212522,21252203,21252208,21252213,21252217,2,1,2,2,4,4,4,4,21,16,17,11,2,1,564,"1"
"983",201449,201449,201449,201449,20144902,20144911,20144916,20144923,1,1,1,1,3,3,3,3,12,16,15,15,1,1,651,"3"
"984",201449,201449,201449,201449,20144906,20144908,20144915,20144922,1,1,1,1,3,3,3,3,7,7,20,20,2,1,618,"1"
"985",225585,225585,225585,225585,22558503,22558507,22558512,22558516,2,2,2,2,3,3,3,3,13,11,13,17,2,1,597,"2"
"986",225585,225585,225585,225585,22558502,22558506,22558510,22558514,2,2,2,2,3,3,3,3,15,11,14,10,1,1,684,"1"
"987",231616,231616,231616,231616,23161601,23161604,23161608,23161612,1,1,1,1,3,3,3,3,12,39,9,16,1,1,726,"3"
"988",261927,261927,261927,261927,26192701,26192705,26192710,26192714,2,2,2,2,3,3,3,3,11,18,33,7,2,1,626,"3"
"989",261927,261927,261927,261927,26192703,26192709,26192713,26192717,1,1,1,1,3,3,3,3,3,17,17,13,2,1,579,"1"
"990",234628,234628,234628,234628,23462803,23462810,23462813,23462818,1,1,1,1,3,3,3,3,9,20,11,13,2,1,606,"3"
"991",168211,168211,168211,168211,16821104,16821109,16821115,16821119,1,1,1,1,3,3,3,3,8,12,14,1,1,1,559,"1"
"992",244727,244727,244727,244727,24472703,24472709,24472712,24472715,2,2,2,2,2,2,2,2,12,2,9,28,1,2,610,"3"
"993",244776,244776,244776,244776,24477605,24477609,24477616,24477623,1,1,1,1,1,1,1,1,2,8,21,11,1,2,659,"1"
"994",218562,218562,218562,218562,21856203,21856206,21856211,21856215,2,2,2,2,4,4,4,4,11,19,12,2,2,1,672,"1"
"995",218562,218562,218562,218562,21856203,21856206,21856211,21856215,1,1,1,1,4,4,4,4,11,19,12,2,2,1,577,"1"
"996",218562,218562,218562,218562,21856203,21856206,21856211,21856215,2,2,2,2,4,4,4,4,11,19,12,2,1,1,639,"1"
"997",244776,244776,244776,244776,24477605,24477610,24477618,24477624,1,1,1,1,1,1,1,1,2,2,8,14,1,2,594,"1"
"998",244839,244839,244839,244839,24483905,24483906,24483911,24483916,2,2,2,2,2,2,2,2,11,4,28,11,2,2,648,"1"
"999",244831,244831,244831,244831,24483101,24483104,24483108,24483112,1,1,1,2,2,2,2,2,12,1,11,8,2,2,616,"1"
"1000",244697,244697,244697,244697,24469701,24469710,24469717,24469722,1,1,1,1,1,1,1,1,6,32,0,0,1,2,639,"2"
"1001",244723,244723,244723,244723,24472305,24472306,24472314,24472320,1,1,1,1,1,1,1,1,8,2,9,26,1,2,626,"2"
"1002",259915,259915,259915,259915,25991503,25991506,25991509,25991513,1,1,2,2,3,3,3,3,5,12,2,1,1,1,601,"2"
"1003",257899,257899,257899,257899,25789902,25789910,25789914,25789920,1,1,1,1,3,3,3,3,13,14,17,10,2,1,684,"1"
"1004",257899,257899,257899,257899,25789902,25789910,25789914,25789919,2,2,2,2,3,3,3,3,13,14,17,19,1,1,561,"1"
"1005",257905,257905,257905,257905,25790501,25790509,25790519,25790526,1,1,1,1,4,4,4,4,7,27,22,8,2,1,667,"1"
"1006",253888,253888,253888,253888,25388803,25388806,25388809,25388812,1,1,1,1,3,3,3,3,5,10,25,2,2,1,589,"1"
"1007",257899,257899,257899,257899,25789901,25789907,25789915,25789918,2,2,2,2,3,3,3,3,13,15,10,22,2,1,667,"2"
"1008",257905,257905,257905,257905,25790505,25790514,25790516,25790523,2,2,2,2,4,4,4,4,14,10,19,16,2,1,597,"3"
"1009",253888,253888,253888,253888,25388802,25388804,25388808,25388811,2,2,2,2,3,3,3,3,0,7,1,7,2,1,648,"2"
"1010",259915,259915,259915,259915,25991502,25991507,25991511,25991514,1,2,2,2,3,3,3,3,15,2,19,0,1,1,636,"3"
"1011",193422,193422,193422,193422,19342201,19342205,19342208,19342213,1,1,1,1,3,3,3,3,9,11,7,17,2,1,614,"3"
"1012",216536,216537,216537,216537,21653604,21653705,21653708,21653714,1,2,1,1,3,3,3,3,22,9,0,7,1,1,616,"1"
"1013",112038,112038,112038,112038,11203801,11203805,11203809,11203812,1,1,1,2,4,4,4,4,12,12,16,9,2,2,543,"1"
"1014",128076,128076,128076,128076,12807601,12807604,12807610,12807612,2,2,2,2,2,2,2,2,0,9,15,6,1,1,659,"1"
"1015",159171,159171,159171,159171,15917101,15917106,15917112,15917118,1,1,2,1,3,3,3,3,10,9,23,19,2,1,606,"3"
"1016",161183,161183,161183,161183,16118306,16118311,16118314,16118320,2,2,2,1,3,3,3,3,16,7,10,18,1,1,620,"1"
"1017",166203,166203,166203,166203,16620301,16620305,16620309,16620312,2,2,2,2,4,4,4,4,11,12,6,14,1,1,678,"1"
"1018",165199,165199,165199,165199,16519901,16519904,16519907,16519910,2,2,2,2,4,4,4,4,12,15,14,36,1,1,678,"1"
"1019",168214,168214,168214,168214,16821401,16821404,16821410,16821414,2,1,2,2,3,3,3,3,6,13,14,18,1,1,663,"1"
"1020",168214,168214,168214,168214,16821402,16821406,16821409,16821413,2,2,2,2,3,3,3,3,6,16,8,12,2,1,642,"3"
"1021",168211,168211,168211,168211,16821103,16821109,16821115,16821120,2,2,2,2,3,3,3,3,15,12,14,17,2,1,614,"1"
"1022",123056,123056,123056,123056,12305603,12305604,12305607,12305610,2,2,2,2,3,3,3,3,16,10,26,17,2,1,659,"2"
"1023",168211,168211,168211,168211,16821102,16821107,16821114,16821117,2,2,2,2,3,3,3,3,27,17,26,14,1,1,616,"3"
"1024",252885,252885,252885,252885,25288501,25288505,25288512,25288517,2,2,2,2,3,3,3,3,14,39,8,0,2,1,612,"1"
"1025",264945,264945,264945,264945,26494504,26494509,26494512,26494518,2,2,2,2,2,2,2,2,5,9,9,6,2,1,626,"1"
"1026",209510,209510,209510,209510,20951001,20951009,20951015,20951024,2,1,2,2,3,3,3,3,8,12,2,5,2,1,626,"2"
"1027",169231,169231,169231,169231,16923101,16923105,16923110,16923114,1,1,1,2,1,1,1,1,9,7,10,7,2,2,634,"3"
"1028",201449,201449,201449,201449,20144903,20144913,20144917,20144924,1,1,1,1,3,3,3,3,6,42,15,9,2,1,593,"2"
"1029",225585,225585,225585,225585,22558501,22558507,22558512,22558516,2,2,2,2,3,3,3,3,13,11,13,17,2,1,663,"2"
"1030",264945,264945,264945,264945,26494504,26494509,26494514,26494519,2,2,2,2,2,2,2,2,5,9,3,19,2,1,659,"1"
"1031",201449,201449,201449,201449,20144901,20144907,20144914,20144921,2,2,2,1,3,3,3,3,4,8,3,1,2,1,624,"1"
"1032",173312,173312,173312,173312,17331202,17331205,17331208,17331212,1,1,2,2,3,3,3,3,11,11,25,4,1,1,659,"2"
"1033",208501,208501,208501,208501,20850103,20850108,20850111,20850115,2,2,2,2,3,3,3,3,12,15,14,14,1,1,608,"1"
"1034",203457,203457,203457,203457,20345703,20345706,20345707,20345711,2,1,2,2,3,3,3,3,15,13,11,4,2,1,648,"1"
"1035",189378,189378,189378,189378,18937803,18937807,18937810,18937813,1,2,2,2,3,3,3,3,5,15,20,9,1,1,667,"3"
"1036",189382,189382,189382,189382,18938203,18938208,18938212,18938216,2,2,2,2,2,2,2,2,14,11,12,29,2,1,642,"3"
"1037",189382,189382,189382,189382,18938202,18938207,18938209,18938214,2,2,2,2,2,2,2,2,15,18,12,22,2,1,651,"2"
"1038",189382,189382,189382,189382,18938204,18938205,18938210,18938213,2,2,2,2,2,2,2,2,7,19,17,17,2,1,700,"1"
"1039",189382,189382,189382,189382,18938204,18938205,18938210,18938213,2,2,2,2,2,2,2,2,7,19,17,17,1,1,610,"1"
"1040",218562,218562,218562,218562,21856202,21856208,21856212,21856216,2,2,2,2,4,4,4,4,8,12,13,7,1,1,672,"3"
"1041",189396,189396,189396,189396,18939601,18939605,18939611,18939615,2,2,2,2,3,3,3,3,5,11,18,10,1,1,667,"1"
"1042",191411,191411,191411,191411,19141101,19141104,19141107,19141110,2,1,1,1,3,3,3,3,8,1,8,9,2,1,589,"1"
"1043",230612,230612,230612,230612,23061201,23061205,23061208,23061211,1,1,1,1,3,3,3,3,6,11,15,5,1,1,700,"3"
"1044",170295,170295,170295,170295,17029502,17029505,17029509,17029513,1,1,1,1,3,3,3,3,14,1,8,19,1,1,552,"3"
"1045",201449,201449,201449,201449,20144906,20144909,20144915,20144922,2,2,2,2,3,3,3,3,7,15,20,20,2,1,626,"1"
"1046",201449,201449,201449,201449,20144901,20144908,20144914,20144921,2,2,2,2,3,3,3,3,4,7,3,1,2,1,634,"1"
"1047",203452,203452,203452,203452,20345205,20345210,20345213,20345218,1,1,1,1,3,3,3,3,20,4,19,22,2,1,564,"2"
"1048",203452,203452,203452,203452,20345205,20345210,20345213,20345218,2,2,2,2,3,3,3,3,20,4,19,22,2,1,651,"2"
"1049",161183,161183,161183,161183,16118306,16118311,16118314,16118320,2,2,2,2,3,3,3,3,16,7,10,18,2,1,663,"1"
"1050",203452,203452,203452,203452,20345204,20345206,20345214,20345219,2,2,2,2,3,3,3,3,5,28,4,16,1,1,597,"3"
"1051",128079,128079,128079,128079,12807903,12807905,12807908,12807913,2,2,2,2,3,3,3,3,8,7,15,13,2,1,667,"1"
"1052",205490,205490,205490,205490,20549001,20549006,20549009,20549012,1,1,1,1,1,1,1,1,3,1,8,18,1,2,559,"1"
"1053",128076,128076,128076,128076,12807601,12807604,12807610,12807612,2,2,2,2,2,2,2,2,0,9,15,6,1,1,610,"1"
"1054",208501,208501,208501,208501,20850104,20850108,20850111,20850115,1,1,2,2,3,3,3,3,5,15,14,14,1,1,618,"1"
"1055",208501,208501,208501,208501,20850102,20850106,20850109,20850113,2,1,1,1,3,3,3,3,12,21,14,9,2,1,678,"3"
"1056",208501,208501,208501,208501,20850103,20850108,20850112,20850116,2,2,2,2,3,3,3,3,12,15,18,12,1,1,684,"1"
"1057",208503,208503,208503,208503,20850303,20850305,20850308,20850311,2,2,2,2,3,3,3,3,3,11,15,8,1,1,655,"3"
"1058",208501,208501,208501,208501,20850103,20850108,20850111,20850115,2,2,2,2,3,3,3,3,12,15,14,14,2,1,626,"1"
"1059",208503,208503,208503,208503,20850303,20850305,20850308,20850311,1,2,1,1,3,3,3,3,3,11,15,8,2,1,622,"3"
"1060",259915,259915,259915,259915,25991501,25991505,25991510,25991515,2,2,2,2,3,3,3,3,11,4,35,2,2,1,610,"1"
"1061",209510,209510,209510,209510,20951003,20951006,20951014,20951019,2,2,2,2,3,3,3,3,13,4,14,13,2,1,663,"3"
"1062",208501,208501,208501,208501,20850103,20850108,20850111,20850116,2,2,2,2,3,3,3,3,12,15,14,12,2,1,691,"1"
